name,price,color,size,photo
Трусики Victoria's Secret Logo Mesh Shortie Panty (27245789),499,Черный,M,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e07/6c0/594/436/8b6/79e/661/2c5/0cf.jpeg
Трусики Victoria's Secret Logo Mesh Shortie Panty (27245789),499,Черный,L,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e07/6c0/594/436/8b6/79e/661/2c5/0cf.jpeg
Трусики Victoria's Secret Logo Mesh Shortie Panty (27245789),499,Черный,XL,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e07/6c0/594/436/8b6/79e/661/2c5/0cf.jpeg
Трусики Victoria's Secret Logo Mesh Shortie Panty (27245789),499,Черный,XXL,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e07/6c0/594/436/8b6/79e/661/2c5/0cf.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Bikini Panty (27245648),499,коричневий,S,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e58/d59/a12/47b/971/d1e/4b6/3df/520.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Bikini Panty (27245648),499,коричневий,M,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e58/d59/a12/47b/971/d1e/4b6/3df/520.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Bikini Panty (27245648),499,коричневий,L,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e58/d59/a12/47b/971/d1e/4b6/3df/520.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Bikini Panty (27245648),499,коричневий,XL,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e58/d59/a12/47b/971/d1e/4b6/3df/520.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Boyshort Panty(27245615),499,коричневий,S,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/c4a/124/80c/4db/b21/feb/b00/9fb/4f3.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Boyshort Panty(27245615),499,коричневий,M,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/c4a/124/80c/4db/b21/feb/b00/9fb/4f3.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Boyshort Panty(27245615),499,коричневий,L,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/c4a/124/80c/4db/b21/feb/b00/9fb/4f3.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Boyshort Panty(27245615),499,коричневий,XL,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/c4a/124/80c/4db/b21/feb/b00/9fb/4f3.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Plunge Lace Thong Panty (27245591),499,коричневий,S,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/0f4/fe5/ac7/4d0/8f1/70d/93f/4d8/e8e.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Plunge Lace Thong Panty (27245591),499,коричневий,M,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/0f4/fe5/ac7/4d0/8f1/70d/93f/4d8/e8e.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Plunge Lace Thong Panty (27245591),499,коричневий,L,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/0f4/fe5/ac7/4d0/8f1/70d/93f/4d8/e8e.jpeg
Трусики Victoria's Secret Exploded Logo Cotton Plunge Lace Thong Panty (27245591),499,коричневий,XL,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/0f4/fe5/ac7/4d0/8f1/70d/93f/4d8/e8e.jpeg
Трусики Victoria's Secret Exploded Logo Cotton 90s Brief Panty (27264001),499,коричневий,S,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e4d/588/576/4d0/8f1/70d/93f/4d8/e8e.jpeg
Трусики Victoria's Secret Exploded Logo Cotton 90s Brief Panty (27264001),499,коричневий,M,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e4d/588/576/4d0/8f1/70d/93f/4d8/e8e.jpeg
Трусики Victoria's Secret Exploded Logo Cotton 90s Brief Panty (27264001),499,коричневий,L,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e4d/588/576/4d0/8f1/70d/93f/4d8/e8e.jpeg
Трусики Victoria's Secret Exploded Logo Cotton 90s Brief Panty (27264001),499,коричневий,XL,https://cdn.kasta.ua/image/345/s3/supplier_provided_link/feed/e4d/588/576/4d0/8f1/70d/93f/4d8/e8e.jpeg

